numero_facture,date_emission,date_echeance,date_paiement,code_client,code_produit,code_dept,quantite,prix_unitaire_ht,remise_pct,montant_ht,montant_tva,montant_ttc,statut_paiement,montant_encaisse,jours_retard,annee_emission,mois_emission,trimestre,date_id_emission,date_id_echeance,date_id_paiement,tranche_retard
FAC-2023-01121,2024-05-26,2024-06-25,2024-06-25,CLI-0121,SVC-007,DEPT-001,1,1200.0,0,1200.0,240.0,1440.0,Payée,1200.0,0,2024,5,2,20240526,20240625,20240625.0,Dans les délais
FAC-2023-01122,2023-01-30,2023-03-16,2023-03-16,CLI-0133,SVC-001,DEPT-002,1,3500.0,0,3500.0,700.0,4200.0,Payée,3500.0,0,2023,1,1,20230130,20230316,20230316.0,Dans les délais
FAC-2023-01123,2023-12-10,2024-01-09,2024-01-24,CLI-0029,SVC-022,DEPT-003,3,600.0,0,1800.0,360.0,2160.0,Payée,1800.0,15,2023,12,4,20231210,20240109,20240124.0,Retard < 30j
FAC-2023-01124,2024-01-24,2024-02-23,2024-03-16,CLI-0172,SVC-021,DEPT-001,10,800.0,0,8000.0,1600.0,9600.0,Payée,8000.0,22,2024,1,1,20240124,20240223,20240316.0,Retard < 30j
FAC-2023-01125,2023-08-05,2023-09-04,2023-09-24,CLI-0072,SVC-007,DEPT-003,1,1200.0,0,1200.0,240.0,1440.0,Payée,1200.0,20,2023,8,3,20230805,20230904,20230924.0,Retard < 30j
FAC-2023-01126,2024-03-11,2024-04-25,,CLI-0004,SVC-013,DEPT-003,8,1100.0,0,8800.0,1760.0,10560.0,Retard,0.0,737,2024,3,1,20240311,20240425,,Contentieux > 90j
FAC-2023-01127,2025-01-25,2025-02-24,2025-03-10,CLI-0200,SVC-020,DEPT-007,1,1400.0,0,1400.0,280.0,1680.0,Payée,1400.0,14,2025,1,1,20250125,20250224,20250310.0,Retard < 30j
FAC-2023-01128,2023-12-18,2024-02-01,2024-02-20,CLI-0154,SVC-004,DEPT-002,5,1200.0,15,5100.0,1020.0,6120.0,Payée,5100.0,19,2023,12,4,20231218,20240201,20240220.0,Retard < 30j
FAC-2023-01129,2024-10-13,2024-11-27,,CLI-0105,SVC-006,DEPT-001,1,450.0,15,382.5,76.5,459.0,Retard,0.0,521,2024,10,4,20241013,20241127,,Contentieux > 90j
FAC-2023-01130,2025-07-08,2025-08-22,2025-08-31,CLI-0105,SVC-001,DEPT-007,1,3500.0,0,3500.0,700.0,4200.0,Payée,3500.0,9,2025,7,3,20250708,20250822,20250831.0,Retard < 30j
FAC-2023-01131,2023-01-28,2023-04-28,,CLI-0179,SVC-023,DEPT-001,4,750.0,0,3000.0,600.0,3600.0,Retard,0.0,1100,2023,1,1,20230128,20230428,,Contentieux > 90j
FAC-2023-01132,2025-05-27,2025-07-11,2025-07-11,CLI-0098,SVC-008,DEPT-002,1,2500.0,5,2375.0,475.0,2850.0,Payée,2375.0,0,2025,5,2,20250527,20250711,20250711.0,Dans les délais
FAC-2023-01133,2024-08-30,2024-10-14,2024-10-14,CLI-0119,SVC-016,DEPT-002,1,1800.0,0,1800.0,360.0,2160.0,Payée,1800.0,0,2024,8,3,20240830,20241014,20241014.0,Dans les délais
FAC-2023-01134,2024-11-04,2024-12-19,2024-12-19,CLI-0183,SVC-015,DEPT-007,1,2800.0,0,2800.0,560.0,3360.0,Payée,2800.0,0,2024,11,4,20241104,20241219,20241219.0,Dans les délais
FAC-2023-01135,2024-08-13,2024-09-27,,CLI-0132,SVC-021,DEPT-003,1,800.0,0,800.0,160.0,960.0,Retard,0.0,582,2024,8,3,20240813,20240927,,Contentieux > 90j
FAC-2023-01136,2023-04-21,2023-05-21,,CLI-0076,SVC-007,DEPT-002,1,1200.0,10,1080.0,216.0,1296.0,Retard,0.0,1077,2023,4,2,20230421,20230521,,Contentieux > 90j
FAC-2023-01137,2025-02-20,2025-04-21,2025-04-21,CLI-0069,SVC-020,DEPT-001,9,1400.0,0,12600.0,2520.0,15120.0,Payée,12600.0,0,2025,2,1,20250220,20250421,20250421.0,Dans les délais
FAC-2023-01138,2024-01-30,2024-02-29,,CLI-0151,SVC-003,DEPT-002,1,22000.0,0,22000.0,4400.0,26400.0,Contentieux,0.0,793,2024,1,1,20240130,20240229,,Contentieux > 90j
FAC-2023-01139,2023-12-22,2024-01-21,,CLI-0041,SVC-003,DEPT-002,1,22000.0,0,22000.0,4400.0,26400.0,Retard,0.0,832,2023,12,4,20231222,20240121,,Contentieux > 90j
FAC-2023-01140,2023-06-10,2023-08-09,2023-08-14,CLI-0074,SVC-017,DEPT-002,1,950.0,0,950.0,190.0,1140.0,Payée,950.0,5,2023,6,2,20230610,20230809,20230814.0,Retard < 30j
FAC-2023-01141,2023-12-28,2024-01-27,2024-02-19,CLI-0076,SVC-014,DEPT-002,10,1500.0,0,15000.0,3000.0,18000.0,Payée,15000.0,23,2023,12,4,20231228,20240127,20240219.0,Retard < 30j
FAC-2023-01142,2023-06-13,2023-07-28,2023-08-16,CLI-0087,SVC-016,DEPT-002,1,1800.0,15,1530.0,306.0,1836.0,Payée,1530.0,19,2023,6,2,20230613,20230728,20230816.0,Retard < 30j
FAC-2023-01143,2025-05-15,2025-06-14,,CLI-0146,SVC-015,DEPT-002,1,2800.0,0,2800.0,560.0,3360.0,Retard,0.0,322,2025,5,2,20250515,20250614,,Contentieux > 90j
FAC-2023-01144,2025-02-20,2025-04-21,2025-05-05,CLI-0149,SVC-001,DEPT-007,1,3500.0,0,3500.0,700.0,4200.0,Payée,3500.0,14,2025,2,1,20250220,20250421,20250505.0,Retard < 30j
FAC-2023-01145,2023-12-26,2024-02-24,2024-03-19,CLI-0165,SVC-005,DEPT-003,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,24,2023,12,4,20231226,20240224,20240319.0,Retard < 30j
FAC-2023-01146,2025-09-11,2025-10-11,2025-11-05,CLI-0121,SVC-018,DEPT-002,1,6500.0,0,6500.0,1300.0,7800.0,Payée,6500.0,25,2025,9,3,20250911,20251011,20251105.0,Retard < 30j
FAC-2023-01147,2023-01-09,2023-02-23,2023-03-13,CLI-0048,SVC-007,DEPT-004,1,1200.0,0,1200.0,240.0,1440.0,Payée,1200.0,18,2023,1,1,20230109,20230223,20230313.0,Retard < 30j
FAC-2023-01148,2025-03-19,2025-04-18,2025-04-18,CLI-0128,SVC-014,DEPT-004,6,1500.0,0,9000.0,1800.0,10800.0,Payée,9000.0,0,2025,3,1,20250319,20250418,20250418.0,Dans les délais
FAC-2023-01149,2025-02-27,2025-04-13,,CLI-0011,SVC-004,DEPT-003,10,1200.0,0,12000.0,2400.0,14400.0,Retard,0.0,384,2025,2,1,20250227,20250413,,Contentieux > 90j
FAC-2023-01150,2025-09-27,2025-10-27,2025-10-27,CLI-0110,SVC-017,DEPT-004,1,950.0,5,902.5,180.5,1083.0,Payée,902.5,0,2025,9,3,20250927,20251027,20251027.0,Dans les délais
FAC-2023-01151,2024-05-20,2024-06-19,,CLI-0134,SVC-024,DEPT-001,4,700.0,0,2800.0,560.0,3360.0,Partielle,1345.98,682,2024,5,2,20240520,20240619,,Contentieux > 90j
FAC-2023-01152,2024-06-19,2024-07-19,,CLI-0199,SVC-005,DEPT-002,1,15000.0,5,14250.0,2850.0,17100.0,Partielle,5324.99,652,2024,6,2,20240619,20240719,,Contentieux > 90j
FAC-2023-01153,2023-11-27,2024-01-26,2024-02-14,CLI-0184,SVC-019,DEPT-004,2,180.0,0,360.0,72.0,432.0,Payée,360.0,19,2023,11,4,20231127,20240126,20240214.0,Retard < 30j
FAC-2023-01154,2025-11-27,2026-02-25,,CLI-0179,SVC-003,DEPT-004,1,22000.0,10,19800.0,3960.0,23760.0,Partielle,7581.65,66,2025,11,4,20251127,20260225,,Retard 61-90j
FAC-2023-01155,2024-09-10,2024-10-10,,CLI-0080,SVC-023,DEPT-004,9,750.0,15,5737.5,1147.5,6885.0,Retard,0.0,569,2024,9,3,20240910,20241010,,Contentieux > 90j
FAC-2023-01156,2025-04-22,2025-07-21,,CLI-0179,SVC-010,DEPT-001,49,45.0,10,1984.5,396.9,2381.4,Retard,0.0,285,2025,4,2,20250422,20250721,,Contentieux > 90j
FAC-2023-01157,2024-12-06,2025-01-20,2025-02-09,CLI-0033,SVC-021,DEPT-003,3,800.0,0,2400.0,480.0,2880.0,Payée,2400.0,20,2024,12,4,20241206,20250120,20250209.0,Retard < 30j
FAC-2023-01158,2025-10-04,2025-11-03,2025-11-24,CLI-0002,SVC-006,DEPT-007,1,450.0,0,450.0,90.0,540.0,Payée,450.0,21,2025,10,4,20251004,20251103,20251124.0,Retard < 30j
FAC-2023-01159,2024-08-13,2024-09-27,2024-09-30,CLI-0132,SVC-021,DEPT-002,7,800.0,0,5600.0,1120.0,6720.0,Payée,5600.0,3,2024,8,3,20240813,20240927,20240930.0,Retard < 30j
FAC-2023-01160,2025-10-26,2025-11-25,2025-12-03,CLI-0150,SVC-006,DEPT-002,1,450.0,10,405.0,81.0,486.0,Payée,405.0,8,2025,10,4,20251026,20251125,20251203.0,Retard < 30j
FAC-2023-01161,2024-01-10,2024-02-09,2024-03-01,CLI-0060,SVC-002,DEPT-004,1,8500.0,10,7650.0,1530.0,9180.0,Payée,7650.0,21,2024,1,1,20240110,20240209,20240301.0,Retard < 30j
FAC-2023-01162,2023-08-12,2023-09-26,2023-09-28,CLI-0192,SVC-020,DEPT-003,3,1400.0,0,4200.0,840.0,5040.0,Payée,4200.0,2,2023,8,3,20230812,20230926,20230928.0,Retard < 30j
FAC-2023-01163,2023-03-02,2023-04-16,2023-04-17,CLI-0019,SVC-011,DEPT-001,1,4500.0,0,4500.0,900.0,5400.0,Payée,4500.0,1,2023,3,1,20230302,20230416,20230417.0,Retard < 30j
FAC-2023-01164,2023-01-15,2023-02-14,,CLI-0018,SVC-009,DEPT-001,1,180.0,5,171.0,34.2,205.2,Retard,0.0,1173,2023,1,1,20230115,20230214,,Contentieux > 90j
FAC-2023-01165,2025-12-05,2026-01-04,2026-02-01,CLI-0029,SVC-007,DEPT-003,1,1200.0,5,1140.0,228.0,1368.0,Payée,1140.0,28,2025,12,4,20251205,20260104,20260201.0,Retard < 30j
FAC-2023-01166,2024-11-21,2024-12-21,2025-01-06,CLI-0150,SVC-016,DEPT-003,1,1800.0,5,1710.0,342.0,2052.0,Payée,1710.0,16,2024,11,4,20241121,20241221,20250106.0,Retard < 30j
FAC-2023-01167,2025-03-27,2025-05-11,2025-05-28,CLI-0075,SVC-012,DEPT-003,1,3200.0,0,3200.0,640.0,3840.0,Payée,3200.0,17,2025,3,1,20250327,20250511,20250528.0,Retard < 30j
FAC-2023-01168,2025-07-24,2025-09-07,2025-09-10,CLI-0031,SVC-001,DEPT-001,1,3500.0,10,3150.0,630.0,3780.0,Payée,3150.0,3,2025,7,3,20250724,20250907,20250910.0,Retard < 30j
FAC-2023-01169,2025-12-22,2026-02-20,,CLI-0184,SVC-004,DEPT-002,5,1200.0,15,5100.0,1020.0,6120.0,Retard,0.0,71,2025,12,4,20251222,20260220,,Retard 61-90j
FAC-2023-01170,2025-08-31,2025-10-15,,CLI-0117,SVC-015,DEPT-001,1,2800.0,0,2800.0,560.0,3360.0,Retard,0.0,199,2025,8,3,20250831,20251015,,Contentieux > 90j
FAC-2023-01171,2023-02-04,2023-04-05,,CLI-0196,SVC-011,DEPT-003,1,4500.0,5,4275.0,855.0,5130.0,Partielle,3355.01,1123,2023,2,1,20230204,20230405,,Contentieux > 90j
FAC-2023-01172,2025-09-19,2025-11-03,2025-11-03,CLI-0139,SVC-008,DEPT-003,1,2500.0,0,2500.0,500.0,3000.0,Payée,2500.0,0,2025,9,3,20250919,20251103,20251103.0,Dans les délais
FAC-2023-01173,2023-07-25,2023-08-24,2023-08-31,CLI-0135,SVC-016,DEPT-002,1,1800.0,5,1710.0,342.0,2052.0,Payée,1710.0,7,2023,7,3,20230725,20230824,20230831.0,Retard < 30j
FAC-2023-01174,2025-10-30,2025-12-14,,CLI-0160,SVC-019,DEPT-003,3,180.0,0,540.0,108.0,648.0,Retard,0.0,139,2025,10,4,20251030,20251214,,Contentieux > 90j
FAC-2023-01175,2023-12-11,2024-01-25,,CLI-0169,SVC-015,DEPT-004,1,2800.0,10,2520.0,504.0,3024.0,Contentieux,0.0,828,2023,12,4,20231211,20240125,,Contentieux > 90j
FAC-2023-01176,2024-05-13,2024-06-12,,CLI-0166,SVC-008,DEPT-001,1,2500.0,0,2500.0,500.0,3000.0,Retard,0.0,689,2024,5,2,20240513,20240612,,Contentieux > 90j
FAC-2023-01177,2023-03-01,2023-04-15,2023-05-04,CLI-0033,SVC-014,DEPT-003,3,1500.0,10,4050.0,810.0,4860.0,Payée,4050.0,19,2023,3,1,20230301,20230415,20230504.0,Retard < 30j
FAC-2023-01178,2024-06-11,2024-08-10,,CLI-0069,SVC-024,DEPT-002,8,700.0,15,4760.0,952.0,5712.0,Retard,0.0,630,2024,6,2,20240611,20240810,,Contentieux > 90j
FAC-2023-01179,2025-10-04,2025-12-03,2025-12-12,CLI-0164,SVC-021,DEPT-007,2,800.0,5,1520.0,304.0,1824.0,Payée,1520.0,9,2025,10,4,20251004,20251203,20251212.0,Retard < 30j
FAC-2023-01180,2024-12-03,2025-01-17,,CLI-0183,SVC-003,DEPT-004,1,22000.0,0,22000.0,4400.0,26400.0,Retard,0.0,470,2024,12,4,20241203,20250117,,Contentieux > 90j
FAC-2023-01181,2025-06-13,2025-07-13,2025-07-15,CLI-0197,SVC-018,DEPT-003,1,6500.0,10,5850.0,1170.0,7020.0,Payée,5850.0,2,2025,6,2,20250613,20250713,20250715.0,Retard < 30j
FAC-2023-01182,2023-07-02,2023-08-01,,CLI-0027,SVC-004,DEPT-001,6,1200.0,5,6840.0,1368.0,8208.0,Partielle,4598.59,1005,2023,7,3,20230702,20230801,,Contentieux > 90j
FAC-2023-01183,2023-09-18,2023-11-02,,CLI-0175,SVC-012,DEPT-007,1,3200.0,10,2880.0,576.0,3456.0,Contentieux,0.0,912,2023,9,3,20230918,20231102,,Contentieux > 90j
FAC-2023-01184,2023-05-07,2023-06-21,,CLI-0001,SVC-010,DEPT-004,38,45.0,0,1710.0,342.0,2052.0,Retard,0.0,1046,2023,5,2,20230507,20230621,,Contentieux > 90j
FAC-2023-01185,2023-09-16,2023-10-31,2023-11-09,CLI-0101,SVC-012,DEPT-001,1,3200.0,0,3200.0,640.0,3840.0,Payée,3200.0,9,2023,9,3,20230916,20231031,20231109.0,Retard < 30j
FAC-2023-01186,2025-08-01,2025-08-31,,CLI-0126,SVC-001,DEPT-003,1,3500.0,0,3500.0,700.0,4200.0,Retard,0.0,244,2025,8,3,20250801,20250831,,Contentieux > 90j
FAC-2023-01187,2025-07-22,2025-09-20,2025-09-20,CLI-0069,SVC-016,DEPT-007,1,1800.0,0,1800.0,360.0,2160.0,Payée,1800.0,0,2025,7,3,20250722,20250920,20250920.0,Dans les délais
FAC-2023-01188,2025-10-25,2025-12-09,,CLI-0101,SVC-010,DEPT-007,45,45.0,0,2025.0,405.0,2430.0,Contentieux,0.0,144,2025,10,4,20251025,20251209,,Contentieux > 90j
FAC-2023-01189,2024-03-17,2024-04-16,,CLI-0148,SVC-021,DEPT-001,8,800.0,0,6400.0,1280.0,7680.0,Contentieux,0.0,746,2024,3,1,20240317,20240416,,Contentieux > 90j
FAC-2023-01190,2024-03-07,2024-04-21,,CLI-0105,SVC-005,DEPT-001,1,15000.0,10,13500.0,2700.0,16200.0,Partielle,5569.23,741,2024,3,1,20240307,20240421,,Contentieux > 90j
FAC-2023-01191,2025-03-13,2025-04-12,,CLI-0054,SVC-016,DEPT-002,1,1800.0,0,1800.0,360.0,2160.0,Retard,0.0,385,2025,3,1,20250313,20250412,,Contentieux > 90j
FAC-2023-01192,2025-03-14,2025-04-13,,CLI-0006,SVC-018,DEPT-003,1,6500.0,0,6500.0,1300.0,7800.0,Retard,0.0,384,2025,3,1,20250314,20250413,,Contentieux > 90j
FAC-2023-01193,2023-05-28,2023-08-26,2023-09-02,CLI-0125,SVC-013,DEPT-007,9,1100.0,5,9405.0,1881.0,11286.0,Payée,9405.0,7,2023,5,2,20230528,20230826,20230902.0,Retard < 30j
FAC-2023-01194,2023-09-26,2023-12-25,2023-12-25,CLI-0125,SVC-004,DEPT-003,6,1200.0,5,6840.0,1368.0,8208.0,Payée,6840.0,0,2023,9,3,20230926,20231225,20231225.0,Dans les délais
FAC-2023-01195,2023-12-02,2024-01-31,,CLI-0143,SVC-021,DEPT-003,10,800.0,0,8000.0,1600.0,9600.0,Retard,0.0,822,2023,12,4,20231202,20240131,,Contentieux > 90j
FAC-2023-01196,2024-03-22,2024-05-21,2024-05-21,CLI-0046,SVC-007,DEPT-003,1,1200.0,10,1080.0,216.0,1296.0,Payée,1080.0,0,2024,3,1,20240322,20240521,20240521.0,Dans les délais
FAC-2023-01197,2023-10-30,2023-11-29,2023-12-04,CLI-0176,SVC-004,DEPT-001,7,1200.0,15,7140.0,1428.0,8568.0,Payée,7140.0,5,2023,10,4,20231030,20231129,20231204.0,Retard < 30j
FAC-2023-01198,2025-08-28,2025-09-27,2025-10-24,CLI-0029,SVC-012,DEPT-003,1,3200.0,0,3200.0,640.0,3840.0,Payée,3200.0,27,2025,8,3,20250828,20250927,20251024.0,Retard < 30j
FAC-2023-01199,2023-11-01,2023-12-16,2024-01-05,CLI-0180,SVC-014,DEPT-004,7,1500.0,0,10500.0,2100.0,12600.0,Payée,10500.0,20,2023,11,4,20231101,20231216,20240105.0,Retard < 30j
FAC-2023-01200,2023-12-20,2024-02-03,,CLI-0096,SVC-023,DEPT-001,7,750.0,5,4987.5,997.5,5985.0,Contentieux,0.0,819,2023,12,4,20231220,20240203,,Contentieux > 90j
FAC-2023-01201,2025-02-21,2025-04-22,2025-04-22,CLI-0144,SVC-021,DEPT-001,5,800.0,5,3800.0,760.0,4560.0,Payée,3800.0,0,2025,2,1,20250221,20250422,20250422.0,Dans les délais
FAC-2023-01202,2023-09-07,2023-10-22,,CLI-0037,SVC-003,DEPT-007,1,22000.0,0,22000.0,4400.0,26400.0,Retard,0.0,923,2023,9,3,20230907,20231022,,Contentieux > 90j
FAC-2023-01203,2025-09-09,2025-10-09,,CLI-0070,SVC-001,DEPT-007,1,3500.0,0,3500.0,700.0,4200.0,Retard,0.0,205,2025,9,3,20250909,20251009,,Contentieux > 90j
FAC-2023-01204,2025-09-18,2025-11-02,2025-11-17,CLI-0055,SVC-013,DEPT-001,7,1100.0,0,7700.0,1540.0,9240.0,Payée,7700.0,15,2025,9,3,20250918,20251102,20251117.0,Retard < 30j
FAC-2023-01205,2025-04-10,2025-06-09,2025-07-09,CLI-0165,SVC-006,DEPT-007,1,450.0,10,405.0,81.0,486.0,Payée,405.0,30,2025,4,2,20250410,20250609,20250709.0,Retard < 30j
FAC-2023-01206,2023-05-11,2023-06-10,2023-06-12,CLI-0163,SVC-016,DEPT-002,1,1800.0,0,1800.0,360.0,2160.0,Payée,1800.0,2,2023,5,2,20230511,20230610,20230612.0,Retard < 30j
FAC-2023-01207,2024-01-04,2024-02-03,2024-02-18,CLI-0038,SVC-006,DEPT-001,1,450.0,0,450.0,90.0,540.0,Payée,450.0,15,2024,1,1,20240104,20240203,20240218.0,Retard < 30j
FAC-2023-01208,2024-02-27,2024-03-28,2024-04-08,CLI-0013,SVC-005,DEPT-001,1,15000.0,5,14250.0,2850.0,17100.0,Payée,14250.0,11,2024,2,1,20240227,20240328,20240408.0,Retard < 30j
FAC-2023-01209,2025-11-02,2025-12-02,2025-12-24,CLI-0026,SVC-004,DEPT-001,5,1200.0,0,6000.0,1200.0,7200.0,Payée,6000.0,22,2025,11,4,20251102,20251202,20251224.0,Retard < 30j
FAC-2023-01210,2023-04-05,2023-05-05,2023-06-03,CLI-0079,SVC-010,DEPT-004,34,45.0,10,1377.0,275.4,1652.4,Payée,1377.0,29,2023,4,2,20230405,20230505,20230603.0,Retard < 30j
FAC-2023-01211,2025-10-01,2025-10-31,,CLI-0044,SVC-019,DEPT-003,12,180.0,0,2160.0,432.0,2592.0,Contentieux,0.0,183,2025,10,4,20251001,20251031,,Contentieux > 90j
FAC-2023-01212,2025-11-11,2025-12-26,2025-12-26,CLI-0185,SVC-018,DEPT-002,1,6500.0,0,6500.0,1300.0,7800.0,Payée,6500.0,0,2025,11,4,20251111,20251226,20251226.0,Dans les délais
FAC-2023-01213,2023-10-18,2023-12-02,,CLI-0011,SVC-007,DEPT-002,1,1200.0,0,1200.0,240.0,1440.0,Retard,0.0,882,2023,10,4,20231018,20231202,,Contentieux > 90j
FAC-2023-01214,2024-03-18,2024-05-17,2024-06-08,CLI-0184,SVC-018,DEPT-001,1,6500.0,0,6500.0,1300.0,7800.0,Payée,6500.0,22,2024,3,1,20240318,20240517,20240608.0,Retard < 30j
FAC-2023-01215,2024-06-17,2024-08-01,,CLI-0169,SVC-009,DEPT-001,1,180.0,0,180.0,36.0,216.0,Partielle,90.01,639,2024,6,2,20240617,20240801,,Contentieux > 90j
FAC-2023-01216,2025-05-21,2025-06-20,2025-07-02,CLI-0082,SVC-022,DEPT-002,3,600.0,0,1800.0,360.0,2160.0,Payée,1800.0,12,2025,5,2,20250521,20250620,20250702.0,Retard < 30j
FAC-2023-01217,2025-11-13,2025-12-28,2026-01-19,CLI-0119,SVC-019,DEPT-004,7,180.0,0,1260.0,252.0,1512.0,Payée,1260.0,22,2025,11,4,20251113,20251228,20260119.0,Retard < 30j
FAC-2023-01218,2024-05-21,2024-06-20,2024-07-20,CLI-0007,SVC-020,DEPT-004,2,1400.0,0,2800.0,560.0,3360.0,Payée,2800.0,30,2024,5,2,20240521,20240620,20240720.0,Retard < 30j
FAC-2023-01219,2023-07-02,2023-08-16,2023-08-28,CLI-0019,SVC-011,DEPT-002,1,4500.0,0,4500.0,900.0,5400.0,Payée,4500.0,12,2023,7,3,20230702,20230816,20230828.0,Retard < 30j
FAC-2023-01220,2023-01-21,2023-02-20,,CLI-0070,SVC-009,DEPT-002,1,180.0,0,180.0,36.0,216.0,Contentieux,0.0,1167,2023,1,1,20230121,20230220,,Contentieux > 90j
FAC-2023-01221,2023-09-10,2023-10-10,,CLI-0121,SVC-004,DEPT-004,3,1200.0,0,3600.0,720.0,4320.0,Partielle,2139.89,935,2023,9,3,20230910,20231010,,Contentieux > 90j
FAC-2023-01222,2024-12-15,2025-01-14,,CLI-0029,SVC-017,DEPT-007,1,950.0,5,902.5,180.5,1083.0,Partielle,519.63,473,2024,12,4,20241215,20250114,,Contentieux > 90j
FAC-2023-01223,2023-12-16,2024-01-30,,CLI-0031,SVC-002,DEPT-002,1,8500.0,0,8500.0,1700.0,10200.0,Retard,0.0,823,2023,12,4,20231216,20240130,,Contentieux > 90j
FAC-2023-01224,2025-12-24,2026-01-23,,CLI-0109,SVC-024,DEPT-004,9,700.0,0,6300.0,1260.0,7560.0,Retard,0.0,99,2025,12,4,20251224,20260123,,Contentieux > 90j
FAC-2023-01225,2024-06-14,2024-07-29,2024-08-02,CLI-0180,SVC-005,DEPT-002,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,4,2024,6,2,20240614,20240729,20240802.0,Retard < 30j
FAC-2023-01226,2024-07-01,2024-08-15,2024-09-02,CLI-0045,SVC-013,DEPT-002,1,1100.0,10,990.0,198.0,1188.0,Payée,990.0,18,2024,7,3,20240701,20240815,20240902.0,Retard < 30j
FAC-2023-01227,2025-07-26,2025-09-09,2025-10-03,CLI-0185,SVC-014,DEPT-007,3,1500.0,0,4500.0,900.0,5400.0,Payée,4500.0,24,2025,7,3,20250726,20250909,20251003.0,Retard < 30j
FAC-2023-01228,2025-05-26,2025-06-25,,CLI-0092,SVC-009,DEPT-002,1,180.0,0,180.0,36.0,216.0,Retard,0.0,311,2025,5,2,20250526,20250625,,Contentieux > 90j
FAC-2023-01229,2023-06-28,2023-07-28,2023-07-28,CLI-0097,SVC-021,DEPT-001,5,800.0,0,4000.0,800.0,4800.0,Payée,4000.0,0,2023,6,2,20230628,20230728,20230728.0,Dans les délais
FAC-2023-01230,2024-05-06,2024-06-05,2024-06-18,CLI-0023,SVC-024,DEPT-007,2,700.0,0,1400.0,280.0,1680.0,Payée,1400.0,13,2024,5,2,20240506,20240605,20240618.0,Retard < 30j
FAC-2023-01231,2025-05-18,2025-06-17,,CLI-0152,SVC-001,DEPT-004,1,3500.0,5,3325.0,665.0,3990.0,Partielle,1224.31,319,2025,5,2,20250518,20250617,,Contentieux > 90j
FAC-2023-01232,2025-12-26,2026-01-25,2026-01-25,CLI-0158,SVC-022,DEPT-004,2,600.0,0,1200.0,240.0,1440.0,Payée,1200.0,0,2025,12,4,20251226,20260125,20260125.0,Dans les délais
FAC-2023-01233,2024-12-07,2025-02-05,,CLI-0164,SVC-024,DEPT-007,4,700.0,15,2380.0,476.0,2856.0,Retard,0.0,451,2024,12,4,20241207,20250205,,Contentieux > 90j
FAC-2023-01234,2025-07-07,2025-08-21,,CLI-0185,SVC-002,DEPT-007,1,8500.0,15,7225.0,1445.0,8670.0,Retard,0.0,254,2025,7,3,20250707,20250821,,Contentieux > 90j
FAC-2023-01235,2023-06-03,2023-07-03,2023-07-20,CLI-0070,SVC-006,DEPT-001,1,450.0,0,450.0,90.0,540.0,Payée,450.0,17,2023,6,2,20230603,20230703,20230720.0,Retard < 30j
FAC-2023-01236,2025-02-15,2025-03-17,,CLI-0134,SVC-016,DEPT-003,1,1800.0,0,1800.0,360.0,2160.0,Contentieux,0.0,411,2025,2,1,20250215,20250317,,Contentieux > 90j
FAC-2023-01237,2023-08-30,2023-09-29,2023-10-10,CLI-0079,SVC-018,DEPT-002,1,6500.0,0,6500.0,1300.0,7800.0,Payée,6500.0,11,2023,8,3,20230830,20230929,20231010.0,Retard < 30j
FAC-2023-01238,2025-03-17,2025-05-01,,CLI-0001,SVC-024,DEPT-007,4,700.0,10,2520.0,504.0,3024.0,Partielle,1964.51,366,2025,3,1,20250317,20250501,,Contentieux > 90j
FAC-2023-01239,2025-09-26,2025-11-10,2025-12-04,CLI-0011,SVC-015,DEPT-003,1,2800.0,0,2800.0,560.0,3360.0,Payée,2800.0,24,2025,9,3,20250926,20251110,20251204.0,Retard < 30j
FAC-2023-01240,2023-08-08,2023-09-22,,CLI-0095,SVC-012,DEPT-003,1,3200.0,0,3200.0,640.0,3840.0,Partielle,1257.85,953,2023,8,3,20230808,20230922,,Contentieux > 90j
FAC-2023-01241,2025-06-01,2025-07-01,2025-07-05,CLI-0003,SVC-004,DEPT-004,8,1200.0,0,9600.0,1920.0,11520.0,Payée,9600.0,4,2025,6,2,20250601,20250701,20250705.0,Retard < 30j
FAC-2023-01242,2023-01-15,2023-03-01,,CLI-0039,SVC-016,DEPT-002,1,1800.0,0,1800.0,360.0,2160.0,Retard,0.0,1158,2023,1,1,20230115,20230301,,Contentieux > 90j
FAC-2023-01243,2025-02-05,2025-03-07,,CLI-0146,SVC-013,DEPT-003,5,1100.0,0,5500.0,1100.0,6600.0,Partielle,3125.18,421,2025,2,1,20250205,20250307,,Contentieux > 90j
FAC-2023-01244,2025-06-18,2025-08-02,2025-08-24,CLI-0033,SVC-015,DEPT-001,1,2800.0,0,2800.0,560.0,3360.0,Payée,2800.0,22,2025,6,2,20250618,20250802,20250824.0,Retard < 30j
FAC-2023-01245,2024-02-11,2024-03-27,2024-04-16,CLI-0112,SVC-023,DEPT-004,2,750.0,0,1500.0,300.0,1800.0,Payée,1500.0,20,2024,2,1,20240211,20240327,20240416.0,Retard < 30j
FAC-2023-01246,2023-11-25,2023-12-25,,CLI-0104,SVC-002,DEPT-003,1,8500.0,5,8075.0,1615.0,9690.0,Partielle,6297.28,859,2023,11,4,20231125,20231225,,Contentieux > 90j
